Name,Date,Time,Lat,Lon,Wind (mph),Pressure,Storm Type,,
Super Typhoon Haima ,Oct/15/2016,06 GMT,9,142.3,50,-999,Tropical Storm,,
Super Typhoon Haima ,Oct/15/2016,12 GMT,9.5,141.3,50,-999,Tropical Storm,,
Super Typhoon Haima ,Oct/15/2016,18 GMT,9.9,140.3,60,-999,Tropical Storm,,
Super Typhoon Haima ,Oct/16/2016,00 GMT,10.1,139.5,75,-999,Typhoon,,
Super Typhoon Haima ,Oct/16/2016,06 GMT,10.5,138.9,80,-999,Typhoon,,
Super Typhoon Haima ,Oct/16/2016,12 GMT,11,138.8,85,-999,Typhoon,,
Super Typhoon Haima ,Oct/16/2016,18 GMT,12.2,137.8,110,-999,Typhoon,,
Super Typhoon Haima ,Oct/17/2016,00 GMT,12.9,136.5,115,-999,Typhoon,,
Super Typhoon Haima ,Oct/17/2016,06 GMT,13.3,135.5,120,-999,Typhoon,,
Super Typhoon Haima ,Oct/17/2016,12 GMT,13.8,134.5,135,-999,Typhoon,,
Super Typhoon Haima ,Oct/17/2016,18 GMT,14.4,133.3,140,-999,Typhoon,,
Super Typhoon Haima ,Oct/18/2016,00 GMT,14.9,132.1,140,-999,Typhoon,,
Super Typhoon Haima ,Oct/18/2016,06 GMT,15.4,130.6,150,-999,Super Typhoon,,
Super Typhoon Haima ,Oct/18/2016,12 GMT,15.7,129.1,160,-999,Super Typhoon,,
Super Typhoon Haima ,Oct/18/2016,18 GMT,16,127.5,165,-999,Super Typhoon,,
Super Typhoon Haima ,Oct/19/2016,00 GMT,16,126,160,-999,Super Typhoon,,
Super Typhoon Haima ,Oct/19/2016,06 GMT,16.7,124.7,155,-999,Super Typhoon,,
Super Typhoon Haima ,Oct/19/2016,12 GMT,17.3,123.2,140,-999,Typhoon,,
Super Typhoon Haima ,Oct/19/2016,18 GMT,17.9,121.5,115,-999,Typhoon,,
Super Typhoon Haima ,Oct/20/2016,00 GMT,18.4,120.3,110,-999,Typhoon,,
Super Typhoon Haima ,Oct/20/2016,06 GMT,19,118.8,105,-999,Typhoon,,
Super Typhoon Haima ,Oct/20/2016,12 GMT,19.8,117.6,100,-999,Typhoon,,
Super Typhoon Haima ,Oct/20/2016,18 GMT,20.7,116.7,90,-999,Typhoon,,
Super Typhoon Haima ,Oct/21/2016,00 GMT,22,115.8,90,-999,Typhoon,,
Super Typhoon Haima ,Oct/21/2016,06 GMT,23.2,115.2,75,-999,Typhoon,,
Typhoon Meari,Nov/02/2016,18 GMT,12.9,136.9,30,-999,Tropical Depression,,
Typhoon Meari,Nov/03/2016,00 GMT,12.9,136.5,35,-999,Tropical Depression,,
Typhoon Meari,Nov/03/2016,06 GMT,13.5,137.4,40,-999,Tropical Storm,,
Typhoon Meari,Nov/03/2016,12 GMT,14.2,137.4,45,-999,Tropical Storm,,
Typhoon Meari,Nov/03/2016,18 GMT,14.8,137.3,50,-999,Tropical Storm,,
Typhoon Meari,Nov/04/2016,00 GMT,14.8,138.8,50,-999,Tropical Storm,,
Typhoon Meari,Nov/04/2016,06 GMT,15.4,139.2,60,-999,Tropical Storm,,
Typhoon Meari,Nov/04/2016,12 GMT,16,139.5,65,-999,Tropical Storm,,
Typhoon Meari,Nov/04/2016,18 GMT,16.7,139.8,75,-999,Typhoon,,
Typhoon Meari,Nov/05/2016,00 GMT,17.4,140,80,-999,Typhoon,,
Typhoon Meari,Nov/05/2016,06 GMT,17.5,140.4,90,-999,Typhoon,,
Typhoon Meari,Nov/05/2016,12 GMT,18.1,140.9,100,-999,Typhoon,,
Typhoon Meari,Nov/05/2016,18 GMT,18.8,141.8,100,-999,Typhoon,,
Typhoon Meari,Nov/06/2016,00 GMT,19.5,142.7,105,-999,Typhoon,,
Typhoon Meari,Nov/06/2016,06 GMT,20.8,143.7,105,-999,Typhoon,,
Typhoon Meari,Nov/06/2016,12 GMT,22.1,144.6,105,-999,Typhoon,,
Typhoon Meari,Nov/06/2016,18 GMT,24.2,145.7,90,-999,Typhoon,,
Typhoon Meari,Nov/07/2016,00 GMT,26.9,146.9,80,-999,Typhoon,,
Typhoon Meari,Nov/07/2016,06 GMT,29.2,148.1,75,-999,Typhoon,,
Typhoon Meari,Nov/09/2016,18 GMT,16.4,157.6,35,-999,Tropical Depression,,
Tropical Storm Ma-on,Nov/10/2016,00 GMT,17.1,156.6,35,-999,Tropical Depression,,
Tropical Storm Ma-on,Nov/10/2016,06 GMT,17.4,155.8,35,-999,Tropical Depression,,
Tropical Storm Ma-on,Nov/10/2016,12 GMT,17.5,154.4,35,-999,Tropical Depression,,
Tropical Storm Ma-on,Nov/10/2016,18 GMT,18.4,152.9,35,-999,Tropical Depression,,
Tropical Storm Ma-on,Nov/11/2016,00 GMT,18.8,151.6,40,-999,Tropical Storm,,
Tropical Storm Ma-on,Nov/11/2016,06 GMT,19.2,150.9,40,-999,Tropical Storm,,
Tropical Storm Ma-on,Nov/11/2016,12 GMT,20.1,148.4,40,-999,Tropical Storm,,
Tropical Storm Ma-on,Nov/11/2016,18 GMT,20.8,146.8,40,-999,Tropical Storm,,
Tropical Storm Ma-on,Nov/12/2016,00 GMT,21,145.6,35,-999,Tropical Depression,,
Tropical Storm Ma-on,Nov/12/2016,06 GMT,21.7,144.7,30,-999,Tropical Depression,,
Tropical Depression Twentyeight ,Nov/11/2016,00 GMT,9.8,163.7,35,-999,Tropical Depression,,
Tropical Depression Twentyeight ,Nov/11/2016,06 GMT,9.5,162.2,35,-999,Tropical Depression,,
Tropical Depression Twentyeight ,Nov/11/2016,12 GMT,9.1,160.5,30,-999,Tropical Depression,,
Tropical Depression Twentyeight ,Nov/11/2016,18 GMT,9,159.1,30,-999,Tropical Depression,,
Tropical Depression Twentyeight ,Nov/12/2016,00 GMT,9,157.4,30,-999,Tropical Depression,,
Tropical Depression Twentyeight ,Nov/12/2016,06 GMT,9.2,156.1,25,-999,Tropical Depression,,
Tropical Storm Tokage ,Nov/24/2016,12 GMT,10.3,125.8,35,-999,Tropical Depression,,
Tropical Storm Tokage ,Nov/24/2016,18 GMT,11.2,123.6,40,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/25/2016,00 GMT,11.5,122.5,40,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/25/2016,06 GMT,11.4,121.5,45,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/25/2016,12 GMT,11.8,120.8,45,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/25/2016,18 GMT,12.6,119.7,50,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/26/2016,00 GMT,13.3,118.6,60,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/26/2016,06 GMT,13.9,117.7,60,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/26/2016,12 GMT,14.7,117.5,60,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/26/2016,18 GMT,15.4,117,50,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/27/2016,00 GMT,15.9,117.4,50,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/27/2016,06 GMT,16.2,118,50,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/27/2016,12 GMT,16.6,118.2,50,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/27/2016,18 GMT,17.3,117.9,45,-999,Tropical Storm,,
Tropical Storm Tokage ,Nov/28/2016,00 GMT,17.5,118.8,35,-999,Tropical Depression,,
Tropical Storm Tokage ,Nov/28/2016,06 GMT,16.5,117.3,30,-999,Tropical Depression,,
Tropical Storm Nock-ten,Dec/21/2016,06 GMT,6.6,141.7,30,-999,Tropical Depression,,
Tropical Storm Nock-ten,Dec/21/2016,12 GMT,6.9,141,35,-999,Tropical Depression,,
Tropical Storm Nock-ten,Dec/21/2016,18 GMT,7.9,140.3,40,-999,Tropical Storm,,
Tropical Storm Nock-ten,Dec/22/2016,00 GMT,8.7,139.1,45,-999,Tropical Storm,,
Tropical Storm Nock-ten,Dec/22/2016,06 GMT,9.4,137.9,45,-999,Tropical Storm,,
Tropical Storm Nock-ten,Dec/22/2016,12 GMT,10.1,136.6,50,-999,Tropical Storm,,
Tropical Storm Nock-ten,Dec/22/2016,18 GMT,10.9,135,65,-999,Tropical Storm,,
Tropical Storm Nock-ten,Dec/23/2016,00 GMT,11.8,133.3,65,-999,Tropical Storm,,
Tropical Storm Nock-ten,Dec/23/2016,06 GMT,12.2,132.2,70,-999,Tropical Storm,,
Tropical Storm Nock-ten,Dec/23/2016,12 GMT,12.7,131,80,-999,Typhoon,,
Tropical Storm Nock-ten,Dec/23/2016,18 GMT,13,129.9,105,-999,Typhoon,,
Tropical Storm Nock-ten,Dec/24/2016,00 GMT,13.1,129,125,-999,Typhoon,,
Tropical Storm Nock-ten,Dec/24/2016,06 GMT,13.3,128.2,150,-999,Super Typhoon,,
Tropical Storm Nock-ten,Dec/24/2016,12 GMT,13.4,127.5,150,-999,Super Typhoon,,
Tropical Storm Nock-ten,Dec/24/2016,18 GMT,13.6,126.7,150,-999,Super Typhoon,,
Tropical Storm Nock-ten,Oct/12/2016,00 GMT,31.2,151,140,-999,Typhoon,,
Tropical Storm Nock-ten,Oct/12/2016,06 GMT,32.5,153.8,120,-999,Typhoon,,
